,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,clusters
1579,The Great Indoors,Project AER,spotify:track:3yJhyRLoYdM3ywZh0TGcez,0.606,0.39799999999999996,-11.517999999999999,0.0303,0.275,0.815,0.154,149.988,2
1580,Fresh,Maxgonz,spotify:track:5W4PhLHxVwsTwIC89UJiJj,0.529,0.441,-8.18,0.128,0.35200000000000004,0.175,0.43700000000000006,78.093,1
1581,pineapple express - Instrumental,Mr. Hong,spotify:track:5vz8K1D4TbqV6Hh2EaLVMp,0.7859999999999999,0.384,-15.42,0.0757,0.177,0.5820000000000001,0.49700000000000005,120.037,13
1582,Spirit's Up,S N U G,spotify:track:3GnEo3Cj1d36tzn802aXkC,0.7559999999999999,0.342,-14.669,0.0418,0.504,0.9229999999999999,0.306,134.999,2
1583,Sparrow,WYS,spotify:track:6gEuAgbhhMl1lXg7Wj4d7L,0.499,0.0854,-17.883,0.0481,0.866,0.85,0.14800000000000002,179.987,2
1584,lonely,Cotton Vibe,spotify:track:0nVcXgAy1T65WUDx9Aw8hz,0.728,0.292,-13.368,0.0497,0.9079999999999999,0.875,0.344,129.967,2
1585,Left Alone,Kanisan,spotify:track:0PBIGtsUuR6Z1pQb2jvlgR,0.616,0.0868,-14.225999999999999,0.0486,0.231,0.838,0.184,167.805,2
1586,Picture The Sea,Project AER,spotify:track:6s0YvVRCxw3BaACVT4jpzM,0.664,0.35,-14.556,0.0354,0.722,0.8859999999999999,0.146,142.036,2
1587,One for Winter,Prithvi,spotify:track:59YX6Ua934GKrKb7Jye5nv,0.55,0.22,-18.173,0.04,0.9309999999999999,0.731,0.107,130.033,2
1588,Koyo,Dreweybear,spotify:track:2BGAIIZ3eKaUkWxgEMKM0U,0.662,0.424,-14.259,0.0622,0.19699999999999998,0.193,0.405,78.00399999999999,1
1589,Pax Song,Chomachi,spotify:track:0ZHuXlWxtvEFw7eeVMLcI8,0.415,0.625,-9.162,0.0714,0.27399999999999997,0.35600000000000004,0.185,84.9,1
1590,Ceiling Stars,Project AER,spotify:track:3dGnxQdExz9kcjHo8cc1a7,0.753,0.366,-15.617,0.0522,0.7909999999999999,0.9329999999999999,0.215,139.991,2
1591,Broken Clock,.ihaveaface,spotify:track:7DOSuPOPxm5oqxQGuWS8ht,0.6940000000000001,0.33899999999999997,-12.489,0.0453,0.146,0.85,0.12,85.038,13
1592,It's Snowing Outside,Pusaloa,spotify:track:1N0GS46qGpwDNohfAsn9wj,0.621,0.171,-17.115,0.0634,0.899,0.833,0.11199999999999999,156.032,2
1593,A Shoulder For Olivia,Gadget,spotify:track:4UGOvHP2QaRorzsRLlxCgA,0.614,0.36,-8.695,0.0471,0.00869,0.8740000000000001,0.20600000000000002,94.98700000000001,11
1594,Dozy,Vyn,spotify:track:3y7jYZvJVCxoEFnA7QuQF8,0.68,0.312,-12.725,0.0351,0.0698,0.725,0.0368,127.98200000000001,13
1595,Rüya,Kanisan,spotify:track:2mvHb6aOo8UrPi0NLD9xOJ,0.611,0.195,-16.689,0.0372,0.828,0.852,0.16899999999999998,80.009,13
1596,coffee,ProdCalius,spotify:track:0BrNaslSm453K1uzAzQucJ,0.48700000000000004,0.223,-12.318,0.0275,0.875,0.924,0.0795,90.041,13
1597,Overtime,DeKobe,spotify:track:69zut15JzDg3guZc4H3SI4,0.792,0.162,-10.219,0.0836,0.65,0.731,0.7709999999999999,85.098,13
1598,raindrops,ブロックル,spotify:track:1FPCeYVJEAkapS9H56TEYY,0.522,0.276,-15.199000000000002,0.0459,0.787,0.733,0.41,146.039,2
1599,Come Walk With Me,Hara,spotify:track:4Fsevlvs6cfFbrMXVuWW66,0.638,0.0906,-21.366,0.068,0.821,0.82,0.0912,67.992,13
1600,Bubbles,Téhu,spotify:track:4Gyjo7iuFdWdyQLMu01fkl,0.59,0.381,-11.612,0.033,0.22699999999999998,0.902,0.16899999999999998,80.009,13
1601,Illuminated Springs,Kainbeats,spotify:track:4kMy45c5zQEDsGhe42OorW,0.6659999999999999,0.22699999999999998,-14.085999999999999,0.0471,0.8909999999999999,0.882,0.17800000000000002,79.994,13
1602,Sweet Afternoon,Nom Tunes,spotify:track:4aJzH4jvJJs5kPMOuQHH3O,0.768,0.415,-14.208,0.0337,0.9059999999999999,0.8909999999999999,0.35100000000000003,122.038,2
1603,Still Chillin',Rysid,spotify:track:2Dv5w9Q0MR50CHd9Q2vJKL,0.639,0.36700000000000005,-8.626,0.147,0.0337,0.386,0.501,159.756,11
1604,Blowing,Greenfinch,spotify:track:00YBq8lxTkIhniEfldYjTy,0.618,0.392,-13.748,0.0256,0.845,0.623,0.226,109.50399999999999,13
1605,Twilight Dance,Kainbeats,spotify:track:3CjGwMkiz9Ti7Dg4CB0f3j,0.7120000000000001,0.235,-18.077,0.0462,0.9209999999999999,0.948,0.317,75.038,13
1606,open late - Instrumental,Mr. Hong,spotify:track:78ubalnYoV72im1XEtmtvw,0.674,0.341,-15.747,0.049,0.19899999999999998,0.882,0.303,119.999,13
1607,7Days Sea,greenface,spotify:track:66fMiI0ckwwQu4r02fxVyK,0.475,0.419,-12.710999999999999,0.0275,0.087,0.669,0.138,78.211,1
1608,Waterfall,Dreweybear,spotify:track:1EdWcQuX168wdWriVcEahX,0.5710000000000001,0.32,-11.944,0.0282,0.7879999999999999,0.857,0.174,82.009,13
1609,Caribou,Alazko,spotify:track:5vNvICoCZ5J8gS8gzMmNsD,0.765,0.368,-13.953,0.11199999999999999,0.8809999999999999,0.885,0.23399999999999999,120.01,2
1610,Winter's Tale,S N U G,spotify:track:617jPMqUPGRs16tWKwfXZ8,0.862,0.23600000000000002,-12.752,0.0508,0.75,0.9229999999999999,0.504,146.06,2
1611,Likesomeoneinluv,Bare Beats,spotify:track:4CaXZ6St92IgyaYijKGyjg,0.682,0.25,-11.408,0.1,0.9009999999999999,0.524,0.04,144.054,2
1612,You Never Know,C4C,spotify:track:4wSY2qQb8DTi3OMz8g0jEy,0.602,0.0666,-27.116,0.0577,0.841,0.47600000000000003,0.612,80.001,13
1613,Jazzy,Rin Ishi,spotify:track:68Trozo1C1RCQUKdvTLBR8,0.8009999999999999,0.395,-10.943,0.0796,0.6829999999999999,0.912,0.302,100.029,13
1614,Palos Verdes,Vannorte,spotify:track:2XbYiBv3DnD1PU5JAhhGkx,0.688,0.401,-14.08,0.039,0.345,0.515,0.22399999999999998,121.35,13
1615,Sunny Day at the Beach,Nom Tunes,spotify:track:6z78m8sBuM2BkhDd1V6vwE,0.8740000000000001,0.691,-10.370999999999999,0.0505,0.892,0.8390000000000001,0.875,101.99,0
1616,Coffee Bean,JazzyCal,spotify:track:0XxQvozEWC7LcK4wFrVg88,0.705,0.28300000000000003,-15.073,0.0717,0.43799999999999994,0.598,0.10300000000000001,80.002,13
1617,sunday morning,ProdCalius,spotify:track:6n1iRTkFcKEbuiXgESTdhZ,0.5589999999999999,0.244,-14.807,0.0238,0.382,0.8590000000000001,0.281,90.00200000000001,13
1618,World Beyond the Clouds,Nom Tunes,spotify:track:3qJbWU8DBnDIVUGab83a33,0.6659999999999999,0.46399999999999997,-10.581,0.0344,0.898,0.943,0.33299999999999996,156.043,2
1619,Passengers,Nogymx,spotify:track:6usHFnYQ8pkzMcBsa7g0Yk,0.825,0.387,-16.554000000000002,0.067,0.39,0.903,0.428,134.514,2
1620,Nap,Darsena,spotify:track:41ll4wIlJGl3diRAEUeV9F,0.84,0.29100000000000004,-15.205,0.0579,0.841,0.893,0.0857,125.016,2
1621,Lotus,SenS,spotify:track:06GQ2Atn32wn6DKyFhRjPr,0.598,0.35600000000000004,-14.578,0.0357,0.81,0.922,0.203,86.984,13
1622,Blessed,KVMTZ,spotify:track:7DLwRVkizXh8jBRBzpEzyG,0.728,0.28300000000000003,-14.286,0.0595,0.665,0.805,0.429,90.0,13
1623,Morning Walks,Happytear,spotify:track:6WJLrZFd7dv0dtPX7dbTUs,0.644,0.326,-18.566,0.0546,0.919,0.927,0.102,79.986,13
1624,Underwater,Refeeld,spotify:track:0OyahZ1nf3JdHHfDGs3JkH,0.623,0.161,-14.969000000000001,0.031,0.92,0.8909999999999999,0.276,88.023,13
1625,from far away,Bace,spotify:track:7HcEB4qnFqzxdA453nNyTy,0.792,0.284,-14.61,0.0524,0.23800000000000002,0.94,0.184,85.99700000000001,13
1626,Tent City,Trog'low,spotify:track:7LcliWhIaZ4n6PfjaI2UxH,0.617,0.531,-9.121,0.0852,0.0685,0.8740000000000001,0.92,78.96600000000001,11
1627,Lavras,Ricardo Schneider,spotify:track:2B3Mtso8CGmCy8RqlsdLxR,0.723,0.34700000000000003,-13.862,0.07400000000000001,0.397,0.192,0.49700000000000005,83.0,0
1628,Kilika,Enzalla,spotify:track:0pdhVBEDvtKDLcJgGt1M0e,0.43700000000000006,0.29,-17.185,0.0377,0.924,0.332,0.21,75.396,9
1629,Some Kinda Way,Manocchs,spotify:track:7D7PgN9BaCM0Kk4iW3iim6,0.726,0.14,-13.109000000000002,0.135,0.35600000000000004,0.934,0.27899999999999997,80.067,13
1630,Open the Door,Bagira,spotify:track:5lx5BaiwxFrjj3UjcPlp2q,0.6829999999999999,0.147,-19.474,0.10400000000000001,0.524,0.8590000000000001,0.0585,160.158,2
1631,Waltz of the Waves,Kainbeats,spotify:track:15PCXDZP82t6lIGmlcLmeL,0.6970000000000001,0.308,-15.626,0.0328,0.9490000000000001,0.963,0.386,88.045,13
1632,Moonlight,GlobulDub,spotify:track:2SxQ57dNKzKYVJKQxUdbuM,0.65,0.532,-12.911,0.39899999999999997,0.754,0.866,0.45299999999999996,140.02,6
1633,Comfort Zone,Skinnista,spotify:track:6OhjiSUbWaUZC8OOAmWAtB,0.636,0.243,-11.357000000000001,0.0566,0.023,0.938,0.6829999999999999,84.01100000000001,13
1634,Thallium,ICBM,spotify:track:5Ew2NhiTECsssicYNqaCGW,0.725,0.457,-11.042,0.0938,0.344,0.21899999999999997,0.332,78.997,0
1635,Shinjuku,Tophat Panda,spotify:track:2KdmQXvYCofVLuvckWKCyN,0.405,0.43700000000000006,-12.112,0.0465,0.634,0.955,0.102,172.065,2
1636,hold the elevator!,Mr. Hong,spotify:track:5joWMvLoF5mDyylkbtH0v4,0.502,0.423,-8.113999999999999,0.0267,0.00916,0.958,0.149,130.01,11
1637,Nightlife,P.R.,spotify:track:6L9Zj0MzgLhtUizekzJal1,0.8220000000000001,0.47600000000000003,-10.565,0.0799,0.27,0.8740000000000001,0.787,173.99599999999998,11
1638,Evolving,Ningen,spotify:track:4e0sorDFTg034rRfSesSr8,0.9109999999999999,0.373,-9.527999999999999,0.0487,0.872,0.836,0.337,98.97399999999999,13
1639,Fuji,SenS,spotify:track:2KrVWR9FtFZq7Arks2KLoV,0.5710000000000001,0.475,-10.219,0.0585,0.147,0.659,0.0563,84.96600000000001,13
1640,When The Heart Beats,Charlee Nguyen,spotify:track:1FD4XEKWySPaIwsKANPo8q,0.594,0.429,-16.445999999999998,0.0292,0.512,0.22399999999999998,0.5539999999999999,132.054,9
1641,Coffee Break,Goson,spotify:track:6YhaGbZo4XoIQkHNsrpkLk,0.703,0.309,-10.879000000000001,0.0337,0.66,0.39899999999999997,0.507,85.014,13
1642,Vibezin,Grandmaster Faff,spotify:track:2060ltUzn4yZ4alocchod8,0.7390000000000001,0.342,-14.855,0.0337,0.0732,0.569,0.88,90.006,0
1643,Rainy Day,Tophat Panda,spotify:track:3sUbsUAZfm2qXhlFcwUNf8,0.5489999999999999,0.48100000000000004,-11.802,0.0451,0.792,0.919,0.08,80.003,13
1644,Dusk to Dawn,Elijah Lee,spotify:track:1m0eozXJstQ9HEjV6Eruma,0.662,0.38799999999999996,-15.765,0.0383,0.573,0.698,0.212,139.975,2
1645,always on my mind,youji,spotify:track:4H1d8wolMMpfaFYDO1zDNY,0.67,0.146,-13.175,0.0898,0.8370000000000001,0.847,0.5379999999999999,150.071,2
1646,Nourish,Yestalgia,spotify:track:1AtPzw458O0tAWDh5ch6Sj,0.746,0.16399999999999998,-9.851,0.284,0.743,0.889,0.32,80.152,13
1647,Surface,Says Who?,spotify:track:7jMEV0JhhKmv4xcZ40untI,0.732,0.163,-12.534,0.0671,0.5660000000000001,0.882,0.506,146.262,2
1648,Clouds,Pabzzz,spotify:track:2qwXClvd8XM02ssO3jU3a2,0.6990000000000001,0.278,-11.392999999999999,0.0835,0.799,0.8909999999999999,0.47600000000000003,80.141,13
1649,Dancing Amidst Clouds,Enzalla,spotify:track:2mPl1y3tJH4VbNLP7eQ1mB,0.40399999999999997,0.147,-18.838,0.032,0.7859999999999999,0.938,0.0367,82.49700000000001,13
1650,A New Chapter,Nom Tunes,spotify:track:2gFaxXvsSwztuF4QaZvPTY,0.7440000000000001,0.528,-13.394,0.0412,0.912,0.898,0.65,76.04899999999999,13
1651,Letter,Tesk,spotify:track:4jYJV3rxH5XiVfwH8pdbDM,0.495,0.364,-8.503,0.0394,0.7709999999999999,0.594,0.358,172.058,10
1652,Peace Meeting,Generantman,spotify:track:52SolIh5EgP6eQOG4daYih,0.6459999999999999,0.315,-13.338,0.0319,0.8370000000000001,0.909,0.342,86.008,13
1653,Lost & Found,Hara,spotify:track:4zSWxjzjmfL6P7s4flHwa5,0.405,0.336,-23.211,0.14800000000000002,0.315,0.7979999999999999,0.33299999999999996,178.623,2
1654,Reconnect,Boyan,spotify:track:3tj9ZLVwyrZr58aZHNhJw2,0.41600000000000004,0.35700000000000004,-10.019,0.0496,0.0503,0.88,0.287,79.97,13
1655,Nostalgia,Tune in with Chewie,spotify:track:70CaZcDfp68niaBvxr4cTg,0.7290000000000001,0.23800000000000002,-17.962,0.085,0.562,0.917,0.0874,140.037,2
1656,Rainfall,Maxgonz,spotify:track:07pzjeYhYHtH46ubD7u2av,0.7020000000000001,0.409,-9.869,0.0583,0.381,0.79,0.612,88.009,13
1657,Alfresco,Bcalm,spotify:track:2RWDO3rHNWggWQ45BzoZZk,0.652,0.514,-10.014,0.0398,0.516,0.899,0.318,168.56599999999997,2
1658,Respiration,DJ Mentos,spotify:track:57Yod64WoMLLGobjJ7ZDWl,0.73,0.685,-6.916,0.0367,0.221,0.8959999999999999,0.324,169.895,11
1659,Ethereal Traces,Sillage,spotify:track:6z8nJgGyeCaqV5Ibo4FUgQ,0.408,0.20199999999999999,-16.267,0.0891,0.7879999999999999,0.8859999999999999,0.20600000000000002,82.088,13
1660,Beauty Around You,Hara,spotify:track:66RhxzQr3973DNErUVxiKw,0.601,0.0539,-21.023000000000003,0.0512,0.987,0.953,0.32899999999999996,150.09799999999998,2
1661,Crate Diggers,DeKobe,spotify:track:3hYozPkCtaS9bvPvAzqJVB,0.843,0.41100000000000003,-9.101,0.0361,0.00205,0.9229999999999999,0.613,94.999,11
1662,Twilight Liquor,Park Lane O.G'S,spotify:track:0RCaCxwKBD0z2gKpY54GYc,0.7020000000000001,0.473,-6.24,0.172,0.0466,0.225,0.504,192.033,12
1663,Childhood Dreams,Nom Tunes,spotify:track:2e91421VLUCXHPcem2rR4U,0.6940000000000001,0.47700000000000004,-10.345999999999998,0.0334,0.845,0.895,0.326,82.001,13
1664,love actually,Cotton Vibe,spotify:track:2y0lz9hKbQwCIvs4l3vB5h,0.74,0.42,-9.357000000000001,0.0563,0.903,0.91,0.34,80.009,13
1665,Self-Explanatory,Straim,spotify:track:7ud8v2uSdsB2KiW38YtmdD,0.732,0.624,-7.0920000000000005,0.057999999999999996,0.785,0.882,0.205,93.005,13
1666,I bumped into you in the hallway,Osaki,spotify:track:2G5u8UOBIYqqvl4qbGEfh4,0.675,0.252,-14.481,0.0299,0.88,0.877,0.0703,146.055,2
1667,Evening Lights,Prithvi,spotify:track:74yfxruTdkzvL7tmc5P3yZ,0.677,0.17,-16.327,0.0391,0.74,0.8740000000000001,0.14400000000000002,119.986,2
1668,fireplace,steezy prime,spotify:track:5ISPxCIIkoRNpTQDatzeXQ,0.647,0.305,-13.41,0.0344,0.8240000000000001,0.898,0.568,144.009,2
1669,Static Second,RINZ.,spotify:track:3YvfHcbz9qTa0MGBR7Q05R,0.8220000000000001,0.305,-14.684000000000001,0.0743,0.75,0.867,0.19899999999999998,82.97399999999999,13
1670,Worldwide Baby,Pawcut,spotify:track:0xvPah7oQl0sfNLb1pacnv,0.562,0.441,-12.603,0.0355,0.0868,0.569,0.433,69.07,1
1671,Incense,Dragon Roots,spotify:track:4E0gu4a7j1Uji79qolCaZo,0.46299999999999997,0.516,-8.886000000000001,0.0648,0.6829999999999999,0.37799999999999995,0.266,162.039,10
1672,Malibu - Acoustic,Maygen Lacey,spotify:track:2UpFox08IH0MzS7Q3iklBL,0.725,0.161,-12.642000000000001,0.0391,0.95,4.85e-05,0.0879,112.054,9
1673,Scared To Be Lonely - Acoustic,Thomas Daniel,spotify:track:2R0Z1JwgoCsBeoWErbAHgs,0.5870000000000001,0.36,-7.711,0.0366,0.586,0.0,0.408,137.921,10
1674,Get Lucky - Acoustic,Linn Brikell,spotify:track:2aXBORgLuv2czaJVyeLOl7,0.305,0.275,-10.161,0.0358,0.7909999999999999,2.95e-06,0.13699999999999998,175.102,10
1675,City of Stars,Gavin James,spotify:track:0KQnOjW6AP1LECHd18xjFj,0.531,0.11599999999999999,-11.157,0.0548,0.934,0.0,0.17600000000000002,117.469,9
1676,"I'm Not the Only One - Live from Spotify, London",Dua Lipa,spotify:track:7wIYDzWW82O6Rc4vGuzjND,0.455,0.265,-8.468,0.0491,0.861,0.0,0.324,176.03599999999997,10
1677,We Found Love,Michael Shynes,spotify:track:7ggLvZ7Ot5bfayAva458kA,0.682,0.0907,-16.614,0.0363,0.892,0.0,0.21899999999999997,100.10700000000001,9
1678,Cryin',Sarah Menescal,spotify:track:3E7opp3zWp1lm0Y0vHWDxb,0.847,0.39799999999999996,-12.355,0.0317,0.14800000000000002,0.000323,0.606,120.02,0
1679,Human Nature - Acoustic,Matt Johnson,spotify:track:6I3lZJDnuEDpBxbJeK8lDI,0.63,0.369,-9.573,0.0391,0.7140000000000001,0.0,0.49200000000000005,152.083,10
1680,Thunder - Acoustic,The Freed,spotify:track:5dVImTfSnIx8SzhXDmRhB2,0.711,0.156,-16.928,0.0402,0.8809999999999999,0.0801,0.408,130.01,9
1681,Fix You - Live,Sam Smith,spotify:track:0Hbn9DrKJiXgoQdVSwBn7B,0.345,0.34,-9.337,0.0342,0.805,1.74e-05,0.302,136.222,10
1682,Every Breath You Take (feat. Liza Anne),Aaron Krause,spotify:track:65YDMuJmyF8cxTrk4Xogy0,0.325,0.201,-11.595,0.0282,0.758,0.0,0.172,81.869,9
1683,Girls Just Wanna Have Fun - Acoustic,The Mayries,spotify:track:7rohDMzsbmSmol7sIZs0Px,0.43799999999999994,0.35600000000000004,-11.448,0.0388,0.74,0.0,0.35600000000000004,186.267,10
1684,She Will Be Loved - Acoustic,Maroon 5,spotify:track:6AVbtprNn18sQcX54K5MTo,0.623,0.494,-9.281,0.0313,0.496,5.96e-06,0.563,98.556,0
1685,Photograph (feat. Bea Miller),Boyce Avenue,spotify:track:6Pbh08Uo0o51ha2JOW8KtE,0.7170000000000001,0.32,-8.392999999999999,0.0283,0.828,0.0,0.322,107.946,9
1686,In My Life,Imaginary Future,spotify:track:3P5PjBDgbYzumxnbuahZqn,0.401,0.0854,-15.775,0.0367,0.861,0.0,0.387,178.4,10
1687,Something Just Like This - Acoustic,Missy & Blonde,spotify:track:6tmwEEqi4o7wpys88d0sqg,0.608,0.307,-10.859000000000002,0.0285,0.7490000000000001,0.000252,0.505,99.93799999999999,9
1688,I Feel It Coming - Acoustic Live Lounge,Matt Johnson,spotify:track:2JeQGU3gmi7HEG6tCFNgzI,0.705,0.36200000000000004,-10.356,0.0406,0.871,0.0,0.7809999999999999,93.166,0
1689,Perfect - Acoustic,Ed Sheeran,spotify:track:5T6bJp3XgwT0IaCfKMxmAu,0.43200000000000005,0.377,-5.79,0.0304,0.45899999999999996,0.0,0.39399999999999996,94.973,1
1690,Umbrella - Acoustic Version,The Mayries,spotify:track:1hrDzrt4YgZdD67MOu5U0Q,0.675,0.278,-9.568999999999999,0.0343,0.845,0.0,0.353,123.962,9
1691,Sorry,Colin & Caroline,spotify:track:21Cr9ZzBDHF7QxDS8kE5Lx,0.618,0.255,-12.5,0.0396,0.715,0.0,0.547,85.943,9
1692,It Aint me - Acoustic,Sara Farell,spotify:track:18ZK9RiSZdZVTkzVFw0yin,0.354,0.415,-6.577999999999999,0.0289,0.797,0.0,0.42100000000000004,175.537,10
1693,What About Us - Acoustic,Thomas Daniel,spotify:track:7e4Pftu2tzDeY0W0690OKQ,0.42700000000000005,0.22899999999999998,-11.564,0.0364,0.935,7.37e-06,0.222,125.195,9
1694,There's Nothing Holdin Me Back,Q.Z.B,spotify:track:2PX6WAoHC307PEUBMkWkE3,0.634,0.305,-10.262,0.0394,0.873,0.0,0.23800000000000002,113.969,9
1695,2U - Acoustic Version,Clementine Duo,spotify:track:1jUyxF7NmNXGlZQDVw40O8,0.657,0.192,-13.107999999999999,0.0365,0.894,0.0,0.305,130.08700000000002,9
1696,Blinding Lights,Ouvindo,spotify:track:3Iy7HHDobkkXJuBrSbuoU0,0.7809999999999999,0.41100000000000003,-10.642999999999999,0.0357,0.8859999999999999,0.0529,0.915,143.933,0
1697,We Can't Stop - Acoustic,Halloran & Kate,spotify:track:2nYRexPm8vndayCOHgbovU,0.564,0.3,-9.295,0.033,0.879,0.0,0.44799999999999995,155.632,10
1698,No One - Acoustic,Alicia Keys,spotify:track:2VFf8YhTnmhWF108o9UEr7,0.379,0.325,-5.862,0.0331,0.7120000000000001,0.0,0.433,89.79799999999999,9
1699,Crazy - Live Sessions,Madilyn Bailey,spotify:track:15byLK9MadQ44VM9opaGms,0.517,0.25,-8.381,0.0355,0.919,0.0,0.249,102.631,9
1700,Closer,Tore,spotify:track:4JrV4NJ4ChSoxBTEIb0D7F,0.677,0.518,-8.56,0.0289,0.46299999999999997,0.0,0.527,95.01299999999999,0
1701,Agua,Valeria Castro,spotify:track:76yx6d2cnxogqq5EeWAGGv,0.451,0.146,-7.906000000000001,0.0364,0.97,1.47e-05,0.484,132.421,10
1702,Let Her Go - Acoustic,Passenger,spotify:track:4tzAf07GCR6DlycQkUKlgN,0.5429999999999999,0.0775,-13.75,0.0497,0.945,0.0,0.23800000000000002,144.226,9
1703,Chandelier - Live from The Village,Sia,spotify:track:2CZX6RHW9EYFhhTANVsF5A,0.44799999999999995,0.336,-7.706,0.0336,0.9670000000000001,1.03e-06,0.37200000000000005,81.568,9
1704,Heaven Is a Place on Earth,The Mayries,spotify:track:674WNL7f5Xo8XxtipzB3ao,0.634,0.17600000000000002,-14.703,0.0308,0.9309999999999999,1.6e-06,0.336,107.87299999999999,9
1705,If I Ain't Got You - Piano & Vocal Version,Alicia Keys,spotify:track:5CSEiDTVH3JnjitvcL39XP,0.564,0.268,-9.437000000000001,0.0422,0.9570000000000001,2.42e-05,0.44799999999999995,118.001,9
1706,Señorita - Acoustic Version,Jonah Baker,spotify:track:0gUzvSNUWwr9cuYZPPtBKX,0.6990000000000001,0.127,-14.37,0.109,0.9229999999999999,0.0,0.617,115.074,9
1707,Naked - Acoustic Version,James Arthur,spotify:track:77vv9vprh6SazfOXIJgYpx,0.514,0.34299999999999997,-8.531,0.0263,0.182,0.0,0.212,102.01299999999999,1
1708,Let It Go,Colin & Caroline,spotify:track:6r8OnTtDrhKBIIYgzxrnZ1,0.46,0.319,-8.621,0.0356,0.861,0.0,0.32899999999999996,145.765,10
1709,Havana - Acoustic,Matt Johnson,spotify:track:6WocEbaRB9G2QEnklpIhLd,0.807,0.40299999999999997,-8.766,0.0314,0.902,0.0,0.951,105.029,0
1710,Baby One More Time - Recorded at Spotify Studios New York City,Ed Sheeran,spotify:track:4mJDfMcT7odIUjWlb2WO4L,0.792,0.307,-6.224,0.0522,0.18899999999999997,0.0,0.631,104.51100000000001,0
1711,Algo contigo,Rita Payés,spotify:track:7BYO980wn5wYBZeVdBuGy2,0.528,0.18899999999999997,-10.708,0.0355,0.978,0.0152,0.247,96.053,9
1712,Don't Wanna Know - Acoustic Version,The Mayries,spotify:track:4fHJwyR7JILiSAbLyXcrKx,0.43799999999999994,0.44799999999999995,-7.676,0.0666,0.706,0.0,0.366,118.37,10
1713,Stolen Dance,Twin Bandit,spotify:track:6tXrb9kJTmgGOZqpq1powO,0.706,0.32799999999999996,-10.158,0.0326,0.523,0.0,0.593,85.988,0
1714,Starboy - Acoustic,Simon Samaeng,spotify:track:2QoyYV4YAuw9T9UgsDoam2,0.585,0.397,-9.847000000000001,0.0528,0.782,0.0,0.226,86.837,9
1715,All of Me - Live from Spotify Milan,John Legend,spotify:track:6nyZQ82OI0OujbbFpo3e0K,0.505,0.15,-9.795,0.0439,0.833,0.0,0.38299999999999995,133.237,9
1716,I'm the One - Acoustic,Sunset & Highland,spotify:track:5vk20vCA4C23pXxFhtbBTx,0.601,0.37200000000000005,-6.148,0.0292,0.835,0.0,0.444,146.086,10
1717,La Vie En Rose,Daniela Andrade,spotify:track:0VxocBntP1XTZRsR9ZURPS,0.475,0.149,-11.429,0.0395,0.8440000000000001,0.0,0.318,95.42299999999999,9
1718,High Hopes,The Mayries,spotify:track:3z5V7oSggDeCPeEGiCIu83,0.623,0.23600000000000002,-12.302999999999999,0.0368,0.8640000000000001,0.0,0.349,109.708,9
1719,Chasing Cars,The Wind and The Wave,spotify:track:5qCAMmVToq2m3snrMX9mKO,0.467,0.307,-9.712,0.0284,0.556,0.0015300000000000001,0.11900000000000001,103.80799999999999,9
1720,Attention - Acoustic,Charlie Puth,spotify:track:2bKS7HtZ9Cy4K7NGeRlePF,0.527,0.506,-4.35,0.0748,0.593,0.0,0.96,199.949,12
1721,IDGAF - Acoustic,Dua Lipa,spotify:track:5ZMb1d14RLl5NHAgZIwVHc,0.682,0.382,-5.178999999999999,0.217,0.309,0.0,0.638,190.773,6
1722,Blank Space/Stand By Me - Live From Spotify London,Imagine Dragons,spotify:track:3Dbgo1HE3DErIBNDIO4Hyd,0.774,0.5529999999999999,-6.815,0.0823,0.379,0.0,0.514,102.055,0
1723,Rockabye - Acoustic Version,The Mayries,spotify:track:5nMRpGfqQ0tb1TMbqBVK2J,0.528,0.29100000000000004,-9.696,0.0401,0.914,0.0,0.355,76.805,9
1724,Another Love - Live from Spotify (SXSW),Tom Odell,spotify:track:0rhJ30qQSus6Ckn3hKZ6Hr,0.45299999999999996,0.586,-6.7410000000000005,0.0395,0.86,0.0,0.133,119.306,10
1725,Slide - Acoustic Version,Porcelain Heart,spotify:track:0QSpX88FigdeGYsrAQZj9C,0.6579999999999999,0.336,-8.935,0.0624,0.7509999999999999,0.0,0.49,91.676,0
1726,Torn - Acoustic MTV Unplugged,Natalie Imbruglia,spotify:track:1iPvdHIQQSNJ4iRm92Bcbx,0.5379999999999999,0.47100000000000003,-8.402999999999999,0.0441,0.7190000000000001,0.0,0.499,93.80799999999999,0
1727,Scars To Your Beautiful,Thomas Daniel,spotify:track:19f6MVdX9dLFerHynoM5im,0.521,0.364,-9.437999999999999,0.0299,0.851,0.0,0.564,167.87599999999998,10
1728,Too Good At Goodbyes - Acoustic,Sam Smith,spotify:track:1JhuXhMiTBavuRXQTsGOdV,0.462,0.272,-9.274,0.0456,0.846,0.0,0.262,86.816,9
1729,Lot To Learn,Vivid Color,spotify:track:1AJRWM34yxnAxhF9TEK0Zj,0.57,0.46799999999999997,-4.192,0.047,0.758,0.0,0.335,137.855,10
1730,Sunday Morning - Acoustic,Maroon 5,spotify:track:3bXhtg6H8lOMWaLZttQF6F,0.55,0.667,-8.613,0.0776,0.57,0.0,0.763,82.76700000000001,0
