,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
180,Cuando sale el sol,Lágrimas De Sangre,spotify:track:3UUJQXQMK0LwGCl5BhuJrY,0.675,0.626,-6.692,0.0807,0.478,0.0,0.881,170.002
181,La Gente,Lágrimas De Sangre,spotify:track:4FEsm7tbVlPJ57wvSCf99u,0.782,0.684,-5.647,0.0739,0.576,0.0,0.592,100.045
182,Cada Vez,Desakato,spotify:track:0cvlErFQaOzeyiX8FXDtfR,0.453,0.9,-4.655,0.043,0.000477,3.05e-05,0.256,179.917
183,Octubres rotos,Desakato,spotify:track:096dO4loq3XcU3TBDCjvfW,0.583,0.88,-5.188,0.0361,0.00016,0.000406,0.301,134.973
184,Cuando Salga el Sol,Desakato,spotify:track:4tnn3fGft1w1NrMvp9JMgy,0.509,0.973,-3.851,0.0935,0.000158,4.47e-05,0.29,150.059
185,Por ti,Segismundo Toxicómano,spotify:track:7tbmPVO7BOZ3uBTkQ4lwFV,0.666,0.954,-3.019,0.042,0.0232,0.0,0.893,122.053
186,Las Drogas,Segismundo Toxicómano,spotify:track:12UZTr5xsKm79TzQkmYRUf,0.559,0.919,-4.569,0.0552,0.000106,5.85e-05,0.751,121.979
187,...En Este Infierno,Segismundo Toxicómano,spotify:track:1pJ3Vpxz2uKoF5nxTBO4V2,0.561,0.955,-3.578,0.0448,0.000136,0.0,0.728,113.965
188,Héroes del Sábado,La Maravillosa Orquesta del Alcohol,spotify:track:4FjTLCj42DJtNHJAodw6Ig,0.531,0.686,-6.309,0.0359,0.263,0.0,0.316,135.97
189,La Inmensidad,La Maravillosa Orquesta del Alcohol,spotify:track:5MuXqy5MfdF99A2RRrvQkr,0.599,0.395,-7.723,0.0297,0.173,0.0,0.364,130.903
190,1932,La Maravillosa Orquesta del Alcohol,spotify:track:2tcOtvQKPYocOEvlr2lOyT,0.538,0.643,-5.84,0.0329,0.0213,0.0,0.318,135.151
191,Canela en Rama,El Kanka,spotify:track:4mXfHJAMHBFwq4MdQxne2L,0.585,0.483,-7.205,0.0761,0.734,0.0,0.621,103.023
192,Por Tu Olor,El Kanka,spotify:track:69gBnFLDtc2lub6xL0sfi9,0.789,0.499,-10.111,0.0772,0.68,0.00403,0.786,161.171
193,Lo Mal Que Estoy (y Lo Poco Que Me Quejo),El Kanka,spotify:track:58Xj6SXYpbZIC1j3znh3fE,0.896,0.792,-4.075,0.0547,0.382,0.0,0.979,127.917
194,Mi jefe,Koma,spotify:track:05gTqb68P40OG0WZlJNMO7,0.55,0.976,-4.728,0.136,0.00218,4.45e-06,0.365,96.081
195,Aquí huele como que han fumao,Koma,spotify:track:4cHZm42AfcXxrQHaqgksDa,0.576,0.942,-4.017,0.0524,0.00578,1.63e-06,0.92,171.819
196,El sonajero,Koma,spotify:track:2RCW7BQqNjdAFXRYIpBzgK,0.661,0.906,-4.796,0.0415,0.0043,0.0,0.769,120.06
197,Hijo de la Luna,Stravaganzza,spotify:track:56bZn3xALWkeoTQQkYQENO,0.404,0.954,-3.444,0.386,0.0194,0.0,0.188,160.173
198,Deja de Llorar,Stravaganzza,spotify:track:7cBFzbKOaiuVuGUjmQjT1Y,0.221,0.86,-2.194,0.06,0.0144,0.0,0.402,159.628
199,Un Millón de Sueños,Stravaganzza,spotify:track:56sHTYFyQXxIsdhIkLHBh8,0.376,0.949,-3.348,0.109,0.0287,0.0,0.3,146.137
200,Lost You in a Second,The Baboon Show,spotify:track:4pFS7DNJ5rZ3AGHir6u8Nj,0.421,0.894,-3.439,0.0514,0.000313,0.0,0.175,148.031
201,Radio Rebelde,The Baboon Show,spotify:track:4oKWRvwRKW3CHSZ1cogHjF,0.24,0.958,-2.6,0.125,0.00124,0.0,0.271,167.759
202,You Got A Problem Without Knowing It,The Baboon Show,spotify:track:0thsaS6S3uY3KE57dcs8wx,0.229,0.92,-3.267,0.0736,6.96e-05,5.27e-05,0.569,178.818
203,La Gente Es Imbécil,El Reno Renardo,spotify:track:5OjtP2AzNfEG61R9NhO5zN,0.533,0.871,-8.559,0.0555,0.00249,2.92e-06,0.522,74.988
204,Idiomix,El Reno Renardo,spotify:track:3ECJbGXeX7b2zTo8nJdbmG,0.346,0.74,-9.476,0.0529,0.0152,0.0,0.361,130.435
205,Conspiranoid,El Reno Renardo,spotify:track:4QNTiE1nVdE9FFztvOh0KI,0.542,0.848,-8.485,0.0563,0.00372,0.0,0.653,80.033
206,Hoy,Los De Marras,spotify:track:5jUijZoowytMVFyBa76YL3,0.68,0.934,-4.787,0.0396,0.0277,1.9e-05,0.899,102.509
207,Sexo en la Calle,Los De Marras,spotify:track:3IXBQvaHN62rF4QwqO41hD,0.42,0.905,-4.501,0.079,0.0971,0.0,0.71,140.05
208,A Tu Vera,Los De Marras,spotify:track:7uj6MDoC3Ga3LIOBiLFsUH,0.574,0.865,-4.023,0.0552,0.0126,0.0,0.555,89.902
209,La flama,Obrint Pas,spotify:track:4jJGiNGzoUV4uacldNW5Qb,0.487,0.813,-6.426,0.0349,0.0161,2.32e-06,0.453,93.609
210,Amb l'esperança entre les dents,Xavi Sarrià,spotify:track:0QF7903GYiD9Qn7HbcCxt1,0.528,0.769,-7.362,0.0774,0.564,0.0,0.69,171.729
211,Renaixem,Xavi Sarrià,spotify:track:6uiGG9lsQI2Ck8svoTwqkE,0.527,0.798,-5.417,0.0618,0.00111,0.0,0.518,164.911
212,Con Tol Deskaro,Tremenda Jauría,spotify:track:4pbxBCFpbL5RvRr45Tn2sw,0.652,0.798,-5.239,0.125,0.47,0.0,0.849,89.311
213,Esta Noche,Tremenda Jauría,spotify:track:4QB3WRZCWXvdB04Aqvermj,0.65,0.797,-7.213,0.322,0.163,0.0,0.916,199.808
214,Vamos Sobradas,Tremenda Jauría,spotify:track:20dK83Q5YJlzmJQ9Wc2T76,0.768,0.809,-4.436,0.189,0.26,0.0,0.591,92.001
215,Zerua Lurrera (Rinconada Remix),Skakeitan,spotify:track:7spg1G9wKw3XdL1SPJxjpu,0.536,0.904,-5.379,0.0419,0.000411,0.18,0.461,95.009
216,Orekariak,Skakeitan,spotify:track:3LK2Yamr83ZWoqCKLL5QlW,0.768,0.697,-7.819,0.0411,0.0811,2.82e-05,0.377,99.99
217,Mundu Berri Baten Mapa,Skakeitan,spotify:track:1ijQYY53CNt1ZGwZvwsaXx,0.717,0.98,-3.724,0.0424,0.0433,1.77e-06,0.799,96.957
218,Get out of My Head,Crisix,spotify:track:5Y8fxHvyj3HeSFOQWoJqOz,0.558,0.988,-3.812,0.147,0.000766,0.000318,0.327,105.053
219,Ultra Thrash,Crisix,spotify:track:02DBrXnHrruEV5SvswEAqA,0.373,0.952,-3.663,0.141,4.65e-05,0.0164,0.367,104.998
220,Brutal Gadget,Crisix,spotify:track:6Byw0sGEYDBmCYWyGmaDpA,0.449,0.871,-4.383,0.0758,0.000113,0.0109,0.685,105.249
221,Vida,Smoking Souls,spotify:track:5T6jvIMkt0NZQfzF8jMQtq,0.619,0.863,-5.845,0.0294,0.000292,2.01e-06,0.713,92.498
222,Nit salvatge,Smoking Souls,spotify:track:3TwSlfvFPPoz0K1yL1Ujxn,0.587,0.675,-6.734,0.0313,8.93e-05,3e-05,0.382,109.978
223,Guarda'm l'aire,Smoking Souls,spotify:track:6LnYlWJ7fwIWFwPQptJ5TX,0.318,0.623,-6.488,0.0369,0.00239,1.71e-06,0.294,88.026
224,Ahí Van los Locos,Limando,spotify:track:3zm9Vkiue8g6duk57SgWI6,0.709,0.787,-4.839,0.0565,0.0812,6.34e-06,0.841,170.987
225,La Secreta,Limando,spotify:track:5Ai3zgFKBDjAixolp3ylq9,0.7,0.84,-4.324,0.189,0.239,0.0,0.793,154.965
226,Mis Amigos,Limando,spotify:track:0zTtS8WAYTERLdbnSRosGj,0.638,0.896,-3.821,0.0356,0.0793,1.57e-06,0.973,168.11
227,En Alguna Calle,El Sombrero del Abuelo,spotify:track:1GdzBNobD5sJO3GInSQw4p,0.574,0.971,-3.801,0.0954,0.199,0.0,0.811,89.808
228,Rastros,El Sombrero del Abuelo,spotify:track:5mvaGRf8nl2CbqoJYc9Ulh,0.685,0.873,-4.425,0.157,0.28,1.94e-06,0.833,107.73
229,Noche de Artistas,El Sombrero del Abuelo,spotify:track:36o6cE6Q2wAqHAbP4pZXPb,0.602,0.872,-4.343,0.213,0.0796,2e-06,0.865,176.137
230,Lligar no és lo teu,Suu,spotify:track:75i0xSwWwRoaKX43NGokyo,0.784,0.669,-5.416,0.0677,0.337,9.01e-05,0.913,95.973
231,A Solas,Suu,spotify:track:1oF8s0wOANRYFcPJEWQxiT,0.606,0.344,-9.677,0.051,0.886,0.00362,0.372,141.558
232,13 dies més,Suu,spotify:track:5241dz9P36xk0K9dxebOnz,0.691,0.637,-5.408,0.0508,0.247,5.98e-06,0.867,97.994
233,Cicatrices,Natos y Waor,spotify:track:19OsDvOm2hw28Bqg7wo4Ox,0.718,0.814,-5.467,0.345,0.695,0.0,0.27,120.04
234,Piratas,Natos y Waor,spotify:track:3qip0w84KOrKFeXV8THbSi,0.671,0.718,-5.385,0.0541,0.359,2.21e-05,0.145,77.971
235,Bicho raro,Natos y Waor,spotify:track:4MonThJItfsXWPFIvAT5EX,0.682,0.803,-5.183,0.109,0.688,0.0,0.586,91.023
236,Reproches,Ayax y Prok,spotify:track:3L6RhaS4ISh8GSagrFMFZn,0.641,0.907,-6.938,0.356,0.432,0.0,0.382,92.881
237,Fresas con nata,Ayax y Prok,spotify:track:48sq0JdNEbXhQTdAorTzC9,0.824,0.617,-10.429,0.437,0.126,0.0,0.814,115.899
238,"A veces se me pasa, a veces paso",Ayax y Prok,spotify:track:1Xet933o3e612B2HPY63pV,0.717,0.953,-4.333,0.314,0.104,0.0,0.667,93.06
239,Química,Juancho Marqués,spotify:track:6hl11GjnzYXymKJLWdt8P2,0.401,0.498,-14.751,0.118,0.167,0.00106,0.318,89.63
240,Mira Pa Otro Lao,Juancho Marqués,spotify:track:5hoR3izLYXMPO45eDq3lrl,0.741,0.609,-11.174,0.0607,0.341,0.000173,0.494,104.96
241,Nos Vamos a Comer el Mundo,Juancho Marqués,spotify:track:64vB5VGDLpBecqgWOLVNI4,0.557,0.538,-8.503,0.0984,0.708,0.0,0.229,89.939
242,Cristales Rotos,Sons of Aguirre,spotify:track:2v7exGU90YFXvlxUJ9dFvQ,0.531,0.687,-7.4,0.0462,0.407,0.0,0.943,82.562
243,Velociraptor Vegano,Sons of Aguirre,spotify:track:14rb1k1597yHftzHw46Abe,0.408,0.944,-5.146,0.281,0.0402,0.0,0.554,100.055
244,La Cigarra y la Hormiga,Sons of Aguirre,spotify:track:1Bddl2xpVtMPwn78K8dHu3,0.667,0.905,-6.062,0.14,0.0328,0.0,0.476,102.478
245,El Marginal,Sara Hebe,spotify:track:0JZ2fNMIa6DVUfgd2RKH2R,0.84,0.728,-5.479,0.175,0.0553,0.0,0.79,90.022
246,Los Borbones Son Unos Ladrones,FRANK T,spotify:track:7BXTCiQvCcfZyFtQ3hXQdh,0.662,0.777,-7.538,0.265,0.037,0.0,0.534,89.816
247,La Noche,Sara Hebe,spotify:track:78dzy4RvkbR9wsL9braaGS,0.659,0.935,-4.46,0.0682,0.0323,5.93e-05,0.954,180.009
248,A Machete Voy,Machete en Boca,spotify:track:2wr6BtudgpHlNE6D6cDfVR,0.748,0.868,-5.116,0.072,0.372,2.8e-06,0.933,110.005
249,Creen Que Saben,Machete en Boca,spotify:track:77MZHSo9QK1UlgX0bTsX33,0.642,0.668,-6.237,0.158,0.00515,0.0,0.655,99.956
250,No Quiero Mas Na,Machete en Boca,spotify:track:2ef7XomwU78POte7kOv9Ex,0.693,0.805,-7.011,0.207,0.579,0.0,0.699,94.943
251,Vuelve,Sebastian Yatra,spotify:track:6WSAPEkvEfcEUgSTAo1D3S,0.716,0.474,-6.714,0.052,0.559,0.0,0.302,77.811
252,Lo siento,Beret,spotify:track:4S6gJt4RYR34t4sjW8wEah,0.419,0.407,-9.011,0.0446,0.576,0.0,0.309,79.839
253,Te echo de menos,Beret,spotify:track:3gPOFPYLgpvQz0ZMwmv7NE,0.658,0.714,-5.086,0.175,0.206,0.0,0.362,159.9
254,Frozen Desert,Iseo & Dodosound,spotify:track:1VIXX3s9uD3Kag1rnwPCFk,0.734,0.397,-10.205,0.113,0.063,0.000202,0.393,151.906
255,Fresh Air,Iseo & Dodosound,spotify:track:3J10NHRHpTDVSkQfS7CH0P,0.769,0.404,-10.996,0.0669,0.0421,1.29e-05,0.494,74.998
256,Dame,Iseo & Dodosound,spotify:track:7buJdUHz3QIKZBZ5wbq6H0,0.685,0.648,-5.808,0.0614,0.00998,0.0,0.731,164.018
257,My Sound,Skarra Mucci,spotify:track:0Cgnu9ljE00cowIlJWq2qN,0.693,0.839,-3.325,0.172,0.0653,0.0,0.773,93.049
258,Raggamuffin School,Skarra Mucci,spotify:track:0rhSPrVjGqQAl8pyGG7KUe,0.674,0.77,-5.51,0.205,0.12,0.0,0.849,171.987
259,The Song - Latin Edition,Skarra Mucci,spotify:track:7F0h8QXYhu4zpqdZHV3KFK,0.781,0.784,-6.214,0.0389,0.0159,0.0,0.613,90.02
260,Judging Not,Emeterians,spotify:track:1KmKL5Nd2zdzjLtbH0wcHZ,0.918,0.601,-8.208,0.159,0.0863,5.2e-05,0.807,92.447
261,Hay Que Entrar,Hermano L,spotify:track:40RL5pxxLScJPbxksHtvHR,0.595,0.779,-4.532,0.165,0.0896,0.0,0.638,155.905
262,Sacrificio,Ganjahr Family,spotify:track:34TOJHsM9MWxMbuHngLSyi,0.674,0.931,-6.83,0.118,0.0519,0.0,0.755,169.946
263,Long Time,Mad Division,spotify:track:48IwTutnkXD2XshQtwaz2t,0.488,0.944,-3.642,0.266,0.695,0.0,0.342,79.26
264,Ganja,Baino Di Lion,spotify:track:1NTncuBYO7Po8kOd6798mW,0.79,0.699,-8.119,0.108,0.394,0.0,0.969,180.103
265,Gure Kaiola,Glaukoma,spotify:track:1Ae3rlQjDCgpEvlmWCFgAO,0.747,0.549,-8.873,0.101,0.551,0.0,0.624,84.994
266,Pass the Weed,Glaukoma,spotify:track:7DtZyzZfwiHjZMfNNNOpfS,0.64,0.644,-8.392,0.0787,0.4,0.0,0.65,88.926
267,Haizea,Glaukoma,spotify:track:66xguTNhfAQZevn4KSlO5F,0.433,0.8,-7.477,0.0563,0.124,0.0,0.368,94.822
268,Katedral Bat,Berri Txarrak,spotify:track:7E9kYNVV0xMBqT7wFqY59c,0.509,0.948,-4.393,0.0343,0.00316,5.87e-06,0.404,97.025
269,Zuri,Berri Txarrak,spotify:track:1rX7lOfUGAdsvCoX6gQSxN,0.471,0.985,-4.374,0.0694,0.000245,3.34e-05,0.284,110.595
270,Infrasoinuak,Berri Txarrak,spotify:track:3lDi0ipBse0FmLdSFcTtwo,0.297,0.969,-3.992,0.0848,0.000176,0.0,0.332,192.164
271,Niña voladora,Juanito Makandé,spotify:track:6t9ot6JHFylOIfKRRvxIS8,0.75,0.416,-8.205,0.0996,0.744,4.2e-05,0.729,145.135
272,Entre Mi Casa y la Luna,Juanito Makandé,spotify:track:5NeRdUJmxYFKknt11DWqQP,0.424,0.666,-7.523,0.0467,0.588,4.49e-06,0.684,177.153
273,Alma Libre,Green Valley,spotify:track:1uSoNnGawCKEtpPrTJakke,0.534,0.747,-6.221,0.3,0.292,0.0,0.667,173.957
274,USA,Dubioza kolektiv,spotify:track:44dZg7KfwR4EULJl0OZJNs,0.892,0.639,-4.297,0.0495,0.294,0.0,0.944,140.002
275,Himna Generacije,Dubioza kolektiv,spotify:track:2bz7HzpZkFyLqpKr9N9a5G,0.626,0.93,-4.584,0.0385,0.653,0.0,0.964,162.047
276,Free.Mp3 - The Pirate Bay Song,Dubioza kolektiv,spotify:track:44qtPFmuDu94WP5IXq3wwp,0.904,0.748,-4.769,0.0377,0.043,0.0,0.958,120.0
277,Amor (Ft. Mon Laferte) - MTV Unplugged,Los Auténticos Decadentes,spotify:track:1QjfU3jkGInap7Vm9lVJIQ,0.62,0.717,-7.165,0.0361,0.0274,0.0,0.601,92.881
278,La Guitarra - MTV Unplugged,Los Auténticos Decadentes,spotify:track:1BHcGZKJIv8fr6V2DbM52l,0.628,0.915,-6.763,0.164,0.12,0.0,0.96,135.981
279,Loco (Tu Forma De Ser),Los Auténticos Decadentes,spotify:track:3ydweVPwq9PCEVJ8WwqT6u,0.742,0.61,-7.596,0.0853,0.175,0.0,0.722,113.281
280,Necesarias Pero Absurdas,mafalda,spotify:track:5y6FKzBQC4cTtJ2eZFSiL8,0.53,0.774,-5.791,0.0521,0.0696,0.000592,0.788,184.98
281,Mi Pena y Mi Suerte,mafalda,spotify:track:50EoaRCOuUidwmA43xf48O,0.555,0.92,-3.949,0.0392,0.00269,3.23e-06,0.51,92.506
282,En Guerra,mafalda,spotify:track:3LUSxYTZtlCMUdPgSzq6iV,0.717,0.827,-6.715,0.0332,0.0297,2.21e-05,0.864,100.03
283,Noche De Halloween,Saurom,spotify:track:7LOB6BlP57YO1ezKxz5py4,0.309,0.914,-4.284,0.162,0.093,0.0,0.442,99.776
284,Saloma,Saurom,spotify:track:4P1EpuPSl5mMA8m0rUIY4S,0.655,0.618,-8.88,0.0329,0.514,0.0,0.605,120.024
285,Soñando Contigo (Las Caricias del Alma),Saurom,spotify:track:0roVvDO3xMR2iXh9MRnR4N,0.52,0.927,-4.27,0.0633,0.0405,4.31e-05,0.388,129.986
286,Pandilleros,Kaos Urbano,spotify:track:4Y5xtGR44TTrJ2MvjmYr0I,0.354,0.973,-3.18,0.222,0.000102,0.0,0.36,165.794
287,Héroe Solitario,Kaos Urbano,spotify:track:6ci15JAp4ok6pgIaC4sYEC,0.458,0.96,-3.921,0.0735,1.81e-05,0.00223,0.206,94.943
288,Por Volverte a Ver,Kaos Urbano,spotify:track:1TYuepAPnqxeSt6lNVFMzm,0.241,0.926,-2.783,0.0657,1.18e-05,0.105,0.33,123.569
289,Más Animal,Bocanada,spotify:track:5XT7snlt2iLjPcmQUb455w,0.603,0.978,-4.054,0.114,0.00626,2.53e-05,0.525,167.965
290,Llenos los Bolsillos,Bocanada,spotify:track:0DhASrG4HinN8dXGnJHD4o,0.702,0.953,-3.845,0.0451,0.00774,0.0162,0.74,133.903
291,Campo a Través,Bocanada,spotify:track:159ZMyQVPoFh0VAdtBYthS,0.444,0.948,-3.724,0.0482,0.000862,0.000328,0.547,164.983
292,Vallekas,No Konforme,spotify:track:2WOqSeUVWhnJOSc9UoZ9I1,0.699,0.911,-5.706,0.0532,0.0522,0.0,0.631,111.977
293,Cenizas del Capitalismo,No Konforme,spotify:track:2Rnj162wwsHaTtovq68GK8,0.594,0.926,-5.609,0.138,0.0302,0.0,0.589,154.066
294,Manifestación,No Konforme,spotify:track:13iae7rc0QSUY6SaNgbsrp,0.688,0.891,-4.574,0.0636,0.00973,1.12e-06,0.841,100.043
295,Screaming Oi!,Rude Pride,spotify:track:2w538XW4pHQmOWGFkYtfGF,0.58,0.888,-4.048,0.029,0.00125,0.000229,0.863,92.448
296,Wrong Way,Rude Pride,spotify:track:0QJr76zTbccQthOL9xQfg7,0.538,0.894,-4.101,0.0466,0.00591,0.0215,0.886,170.17
297,Take It as It Comes,Rude Pride,spotify:track:1jvFiRIAI3wC2Nr5xGDGgC,0.668,0.931,-5.01,0.0399,0.0018,0.000185,0.861,117.477
298,Ganas de...,Tu Otra Bonita,spotify:track:6B8yIqabRNZf5X4XYCSM62,0.632,0.445,-13.887,0.0397,0.572,0.00113,0.916,166.933
299,Grita (feat. Miguel Campello),Tu Otra Bonita,spotify:track:5PqOSAOz4ZHBtjKWaPwKCa,0.643,0.53,-7.186,0.0494,0.127,0.0,0.211,96.957
300,Se quemó,Tu Otra Bonita,spotify:track:5hMCJhrpM0kJw2c9RgprZV,0.716,0.924,-5.794,0.157,0.16,0.0,0.572,117.923
301,Oye Compai,La Excepcion,spotify:track:538zkgS4TUwhZYMDzXoKUR,0.781,0.916,-4.363,0.201,0.547,1e-06,0.892,90.966
302,Besolla F.S.,La Excepcion,spotify:track:0qKSw0G3DJq2aWbE1emmhI,0.821,0.819,-3.569,0.265,0.237,0.0,0.86,95.034
303,Jambo loco,La Excepcion,spotify:track:4iZipnxXmtoBX78riQtbO9,0.811,0.819,-6.043,0.093,0.318,0.0,0.891,86.516
304,Sonrisas y Lágrimas,Shotta,spotify:track:5G39f41SuKJKAPra4HE1Lw,0.57,0.836,-5.47,0.104,0.256,0.0,0.373,91.32
305,God Level (La Batalla de los Dioses),Omega El CTM,spotify:track:20JyLsaGV5UJ0RLXDL4KXG,0.662,0.836,-6.318,0.355,0.0846,0.0,0.905,90.126
306,Felicidad,Shotta,spotify:track:5yUR6jfhuKJNwUtYo52t2q,0.564,0.844,-5.392,0.159,0.719,0.0,0.766,91.69
307,Pena,SacrificioyPasta,spotify:track:5JuiXVuv9kGoWeIwPT5bbI,0.47,0.728,-10.127,0.367,0.32,2.08e-06,0.746,87.593
308,Narcolepsia,fernandocosta,spotify:track:6tnl0gz73FCRz2kzWwdUUq,0.776,0.607,-8.35,0.367,0.308,0.0,0.771,93.85
309,Malamanera,fernandocosta,spotify:track:4YePGWYi0BlfbMMjcN1dr7,0.829,0.589,-6.824,0.255,0.522,0.0,0.376,91.988
310,Babilonia,Morodo,spotify:track:5gOwPlc6xJCmr3G2xUWWKQ,0.548,0.565,-8.995,0.264,0.647,0.0,0.737,80.372
311,La Yerba del Rey,Morodo,spotify:track:1hWw0uatTcj8WKTqpjzs9k,0.878,0.765,-6.137,0.151,0.125,0.0,0.907,159.995
312,Divina Ciencia,Morodo,spotify:track:5SV2Eqg43uPMX9x9g1XoAL,0.854,0.497,-10.352,0.162,0.25,0.0,0.808,80.003
313,Give It 2 Dem,General Levy,spotify:track:0zgLYoyEcfP0vNlSogaGN2,0.497,0.761,-6.146,0.372,0.0781,0.0,0.811,205.573
314,Champagne Body,General Levy,spotify:track:6mXSHLWkkUCOBQ80gJNcpa,0.876,0.758,-11.407,0.204,0.168,0.0,0.792,97.938
315,The General - Ed Solo Remix,General Levy,spotify:track:1A5qWui6qJvEdlJ3ZYO8yS,0.596,0.942,-3.026,0.0594,0.000614,2.66e-05,0.867,174.994
316,Despertem el món,Koers,spotify:track:4s7iF25OOsoZbkCnbLVOnB,0.689,0.661,-4.94,0.03,0.0316,0.0,0.332,101.994
317,Fins al final,Koers,spotify:track:1QHKCYyQuuwkpdxyGtnojh,0.715,0.746,-4.46,0.154,0.0483,0.0,0.854,82.978
318,Salada i tropical,Koers,spotify:track:3KMDBKLYEFsg2LgIpnn5Mq,0.729,0.67,-5.033,0.148,0.124,0.0,0.763,77.499
319,Kualqiier Dia,Boikot,spotify:track:1XbkYc0szlepSM3Na5EcG5,0.593,0.977,-4.015,0.159,0.00228,3.79e-06,0.213,107.535
320,Hablarán las Calles,Boikot,spotify:track:4FjNOWxwlUgf30G9fMggpN,0.666,0.935,-2.973,0.127,0.13,0.000542,0.465,115.001
321,Inés,Boikot,spotify:track:1B2KqBbo71jf5n3lftM6G2,0.572,0.899,-4.88,0.0633,0.00265,0.000384,0.857,155.052
322,Lloraré,Boikot,spotify:track:7rJ26a6Z13AUOjCXSe10UZ,0.683,0.939,-3.623,0.0755,0.00422,3.77e-06,0.84,95.084
323,Yoni el Robot,Narco,spotify:track:3LmWIcRw8vvvRNYn44cjB8,0.597,0.783,-6.245,0.233,0.00807,0.0,0.572,174.711
324,Suicídate,Narco,spotify:track:65sGeUb99YCvYMdirXi220,0.62,0.969,-6.138,0.0839,0.000265,0.000364,0.183,129.995
325,Tu dios de madera,Narco,spotify:track:64wW4ofu1yC6Ki7FQ1MkIi,0.587,0.888,-5.647,0.2,0.00127,0.0,0.408,154.027
326,La Salida,Marcela Morelo,spotify:track:5HDEcxMDWe5M0bJLzbUEiA,0.764,0.688,-3.937,0.0293,0.286,0.0,0.722,105.984
327,"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán,spotify:track:114xlNyBqwTIkOdrU8LajN,0.348,0.536,-5.76,0.0313,0.34,0.0,0.199,150.586
328,La Puerta Violeta,Rozalén,spotify:track:42ZASSKlh3UtYCgwZb8lBS,0.809,0.712,-7.37,0.049,0.526,0.0,0.895,127.962
329,Blancanieve,Sôber,spotify:track:4ujkBkcrqG4LmhJCR0bNdc,0.478,0.914,-4.393,0.0642,0.000486,0.000145,0.327,112.006
330,Arrepentido - Versión Sinfónica,Sôber,spotify:track:2e744hdtLTTU00RwOE63A1,0.526,0.811,-5.205,0.0288,0.00241,0.00121,0.47,104.984
331,Naufrago,Sôber,spotify:track:7HqN7S0RynHmZboqW1liSo,0.242,0.884,-4.597,0.0615,0.00994,0.0,0.171,163.941
332,Las niñas de La Saye,Mojinos Escozios,spotify:track:2slcgayTIWrnTPfbsIPTAW,0.719,0.898,-3.114,0.0358,0.183,0.0,0.974,139.983
333,Qué güeno que estoy,Mojinos Escozios,spotify:track:60oECELY4ArS95M8IUUNT7,0.628,0.903,-5.062,0.0561,0.0534,0.0,0.694,115.594
334,Al carajo,Mojinos Escozios,spotify:track:3KotlTL49LQQGV8HVrZRW3,0.605,0.903,-4.576,0.203,0.073,5.82e-05,0.696,141.913
335,Ventiladors,ZOO,spotify:track:2bYdFvFow6fNIJL3XpvDbo,0.839,0.834,-3.705,0.125,0.0439,0.0,0.961,120.023
337,Vull,ZOO,spotify:track:61DmSdlgmsomp0FNxHVQCQ,0.887,0.865,-5.223,0.107,0.000702,0.00242,0.96,119.996
338,Violencia,Kaotiko,spotify:track:4Y8gjGfiYwBg5dwLG9CmnY,0.475,0.976,-3.598,0.092,3.64e-05,0.132,0.556,94.987
339,Otra Noche,Kaotiko,spotify:track:2JXn1MQeFqowxtRxgmefuk,0.552,0.932,-5.418,0.0488,0.0234,0.0,0.538,112.031
340,Rico Deprimido,Kaotiko,spotify:track:4ElzHGmien7nf70YqQMO2h,0.587,0.881,-4.201,0.11,0.00145,0.0,0.536,107.492
341,Hijos de Caín,Barón Rojo,spotify:track:4jpRPREFJcgUS6AZJFpCKl,0.191,0.91,-5.658,0.0855,0.0061,1.79e-05,0.368,67.87
342,Baron Rojo,Barón Rojo,spotify:track:3ja1qnawwz4yqGETFEVLL0,0.413,0.743,-10.691,0.0644,0.00255,0.153,0.568,131.316
343,Cuerdas de Acero,Barón Rojo,spotify:track:55nvJpLfUklhokI0o3NiWR,0.411,0.973,-4.838,0.0903,0.00861,3.07e-05,0.355,121.25
344,El Olvidado de Dios,Saratoga,spotify:track:4sfnVDnst6X0kfuy9Icmu1,0.541,0.949,-4.503,0.0488,0.00163,0.00154,0.373,144.023
345,Acuérdate de Mí,Saratoga,spotify:track:5IcxxbUvIQQoSOMvZ5YLQj,0.612,0.654,-6.019,0.0267,0.0224,2.86e-05,0.359,119.928
346,Si Amaneciera,Saratoga,spotify:track:3bhgoiydVfrHlWNsXI9BE4,0.579,0.519,-7.286,0.0293,0.0793,1.47e-05,0.407,75.076
347,Le voy a cobrar a tus labios tus miradas,Sinkope,spotify:track:2EIyK5s2Ni7ZX0qyN00Qh1,0.288,0.504,-6.07,0.0383,0.112,1.41e-06,0.31,71.782
348,El Que Mata la Vergüenza,Sinkope,spotify:track:4ddM2GBVsCrMlWZ2xdKCmV,0.431,0.961,-5.774,0.111,0.00842,0.0,0.343,94.92
349,El carro de la vida - feat. Kutxi Romero,Sinkope,spotify:track:2Rz0jBU0jEuyJvruHlfdpA,0.451,0.961,-3.899,0.183,0.00709,0.0,0.476,165.895
350,Larga Vida al Infierno,Rat-Zinger,spotify:track:2CPwwIQzH5r8tCxYmY9GsY,0.38,0.962,-5.16,0.0822,0.000124,0.00294,0.303,183.98
